common_name	SMILES_code	InChI_code	aroma	flavor
4-((2-methyl-3-furyl)thio)-5-nonanone	CCCCC(=O)C(CCC)SC1=C(OC=C1)C	InChI=1S/C14H22O2S/c1-4-6-8-12(15)14(7-5-2)17-13-9-10-16-11(13)3/h9-10,14H,4-8H2,1-3H3	savory|meaty	
5,6,7,8-tetrahydroquinoxaline	C1CCC2=NC=CN=C2C1	InChI=1S/C8H10N2/c1-2-4-8-7(3-1)9-5-6-10-8/h5-6H,1-4H2	savory|cooked earthy|nutty	starchy starchy|bready earthy|nutty savory|cooked
berteroin	CSCCCCCN=C=S	InChI=1S/C7H13NS2/c1-10-6-4-2-3-5-8-7-9/h2-6H2,1H3	vegetal|vegetable	vegetal|herbal starchy sharp|spicy vegetal|vegetable
5-acetyl-2,3-dihydro-1,4-thiazine	CC(=O)C1=CSCCN1	InChI=1S/C6H9NOS/c1-5(8)6-4-9-3-2-7-6/h4,7H,2-3H2,1H3	brown sweet earthy|nutty savory|cooked	brown starchy vegetal earthy|nutty
5-cyclohexadecen-1-one	C1CCCCCC(=O)CCCC=CCCCC1	InChI=1S/C16H28O/c17-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-16/h6,8H,1-5,7,9-15H2	earthy|woody	
5-ethyl-2-methylthiazole	CCC1=CN=C(S1)C	InChI=1S/C6H9NS/c1-3-6-4-7-5(2)8-6/h4H,3H2,1-2H3	dairy	
5-ethyl-3-hydroxy-4-methylfuran-2(5h)-one	CCC1C(=C(C(=O)O1)O)C	InChI=1S/C7H10O3/c1-3-5-4(2)6(8)7(9)10-5/h5,8H,3H2,1-2H3	dairy brown sharp|spicy sweet savory	vegetal sharp|bitter savory savory|cooked
5-hexenyl isothiocyanate	C=CCCCCN=C=S	InChI=1S/C7H11NS/c1-2-3-4-5-6-8-7-9/h2H,1,3-6H2		vegetal|herbal sharp|spicy earthy|nutty vegetal|vegetable
6-pentyl-2h-pyran-2-one	CCCCCC1=CC=CC(=O)O1	InChI=1S/C10H14O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h5,7-8H,2-4,6H2,1H3	dairy	
massoia lactone	CCCCCC1CC=CC(=O)O1	InChI=1S/C10H16O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h5,8-9H,2-4,6-7H2,1H3	vegetal|herbal vegetal|vegetable floral	
6-heptyl-5,6-dihydro-2h-pyran-2-one	CCCCCCCC1CC=CC(=O)O1	InChI=1S/C12H20O2/c1-2-3-4-5-6-8-11-9-7-10-12(13)14-11/h7,10-11H,2-6,8-9H2,1H3	dairy	vegetal
5,6-dimethyloxan-2-one	CC1CCC(=O)OC1C	InChI=1S/C7H12O2/c1-5-3-4-7(8)9-6(5)2/h5-6H,3-4H2,1-2H3		dairy
5-hydroxy-4-octanone	CCCC(C(=O)CCC)O	InChI=1S/C8H16O2/c1-3-5-7(9)8(10)6-4-2/h7,9H,3-6H2,1-2H3	dairy starchy fatty vegetal|vegetable	dairy fatty
jasmine lactone	CCC=CCC1CCCC(=O)O1	InChI=1S/C10H16O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h3-4,9H,2,5-8H2,1H3/b4-3-	brown floral earthy|woody fruity sharp|sour	nan fruity
5-methyl-2,3-hexanedione	CC(C)CC(=O)C(=O)C	InChI=1S/C7H12O2/c1-5(2)4-7(9)6(3)8/h5H,4H2,1-3H3	dairy fatty sharp|sour sharp|sulfurous	dairy fatty
5-methyl-2-hepten-4-one	CCC(C)C(=O)C=CC	InChI=1S/C8H14O/c1-4-6-8(9)7(3)5-2/h4,6-7H,5H2,1-3H3/b6-4+	dairy fatty sharp|chemical earthy|nutty earthy|fungal savory|cooked	dairy fatty earthy|nutty earthy|fungal savory|cooked
5-methyl-2-phenyl-2-hexenal	CC(C)CC=C(C=O)C1=CC=CC=C1	InChI=1S/C13H16O/c1-11(2)8-9-13(10-14)12-6-4-3-5-7-12/h3-7,9-11H,8H2,1-2H3/b13-9-	brown|chocolate sharp|bitter	brown|chocolate sharp|bitter
5-methylfuran-3(2h)-one	CC1=CC(=O)CO1	InChI=1S/C5H6O2/c1-4-2-5(6)3-7-4/h2H,3H2,1H3		fruity savory|meaty
5-methylfurfural	CC1=CC=C(O1)C=O	InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3	brown sharp|spicy sweet sharp|sour	sweet brown
5-methylhexanoic acid	CC(C)CCCC(=O)O	InChI=1S/C7H14O2/c1-6(2)4-3-5-7(8)9/h6H,3-5H2,1-2H3,(H,8,9)	sharp|sour	
5-methylquinoxaline	CC1=C2C(=CC=C1)N=CC=N2	InChI=1S/C9H8N2/c1-7-3-2-4-8-9(7)11-6-5-10-8/h2-6H,1H3	brown sharp|bitter savory|cooked earthy|nutty vegetal|vegetable	earthy|nutty
5-nonen-2-one	CCCC=CCCC(=O)C	InChI=1S/C9H16O/c1-3-4-5-6-7-8-9(2)10/h5-6H,3-4,7-8H2,1-2H3		fruity
5-pentyl-3h-furan-2-one	CCCCCC1=CCC(=O)O1	InChI=1S/C9H14O2/c1-2-3-4-5-8-6-7-9(10)11-8/h6H,2-5,7H2,1H3		earthy|nutty
5-phenylpentan-1-ol	C1=CC=C(C=C1)CCCCCO	InChI=1S/C11H16O/c12-10-6-2-5-9-11-7-3-1-4-8-11/h1,3-4,7-8,12H,2,5-6,9-10H2	floral	
5-methyl-6,7-dihydro-5h-cyclopenta[b]pyrazine	CC1CCC2=NC=CN=C12	InChI=1S/C8H10N2/c1-6-2-3-7-8(6)10-5-4-9-7/h4-6H,2-3H2,1H3	earthy savory|cooked earthy|nutty	savory|meaty savory earthy|nutty vegetal|vegetable
geranylacetone	CC(=CCCC(=CCCC(=O)C)C)C	InChI=1S/C13H22O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,9H,5-6,8,10H2,1-4H3/b12-9+	floral	floral
cashmeran	CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C	InChI=1S/C14H22O/c1-9-13(2,3)10-7-6-8-11(15)12(10)14(9,4)5/h9H,6-8H2,1-5H3	earthy|woody	
6,7-dihydro-2,3-dimethyl-5h-cyclopentapyrazine	CC1=C(N=C2CCCC2=N1)C	InChI=1S/C9H12N2/c1-6-7(2)11-9-5-3-4-8(9)10-6/h3-5H2,1-2H3	dairy	
1-isothiocyanato-6-(methylthio)hexane	CSCCCCCCN=C=S	InChI=1S/C8H15NS2/c1-11-7-5-3-2-4-6-9-8-10/h2-7H2,1H3	vegetal|vegetable	vegetal|herbal starchy sharp|spicy vegetal|vegetable
6-acetoxydihydrotheaspirane	CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C	InChI=1S/C15H26O3/c1-11-7-10-15(17-11)13(3,4)8-6-9-14(15,5)18-12(2)16/h11H,6-10H2,1-5H3	vegetal|herbal	savory|meaty
6-hydroxydihydrotheaspirane	CC1CCC2(O1)C(CCCC2(C)O)(C)C	InChI=1S/C13H24O2/c1-10-6-9-13(15-10)11(2,3)7-5-8-12(13,4)14/h10,14H,5-9H2,1-4H3	earthy|woody	
6-methyl-3,5-heptadien-2-one	CC(=CC=CC(=O)C)C	InChI=1S/C8H12O/c1-7(2)5-4-6-8(3)9/h4-6H,1-3H3/b6-4+	vegetal|herbal brown sharp|sour	
6-methyl-5-hepten-2-one	CC(=CCCC(=O)C)C	InChI=1S/C8H14O/c1-7(2)5-4-6-8(3)9/h5H,4,6H2,1-3H3	sweet fruity|citrusy sharp|bitter	sharp|bitter sweet fruity|citrusy fruity
6-methylhept-5-en-2-yl acetate	CC(CCC=C(C)C)OC(=O)C	InChI=1S/C10H18O2/c1-8(2)6-5-7-9(3)12-10(4)11/h6,9H,5,7H2,1-4H3	fruity	fruity
6-methylcoumarin	CC1=CC2=C(C=C1)OC(=O)C=C2	InChI=1S/C10H8O2/c1-7-2-4-9-8(6-7)3-5-10(11)12-9/h2-6H,1H3	brown brown|vanilla sharp|sour	brown vegetal sharp|bitter
6-undecanone	CCCCCC(=O)CCCCC	InChI=1S/C11H22O/c1-3-5-7-9-11(12)10-8-6-4-2/h3-10H2,1-2H3	fruity	
8-nonen-2-one	CC(=O)CCCCCC=C	InChI=1S/C9H16O/c1-3-4-5-6-7-8-9(2)10/h3H,1,4-8H2,2H3	dairy fruity	
(1s,2s,4r)-limonene-1,2-diol	CC(=C)C1CCC(C(C1)O)(C)O	InChI=1S/C10H18O2/c1-7(2)8-4-5-10(3,12)9(11)6-8/h8-9,11-12H,1,4-6H2,2-3H3/t8-,9+,10+/m1/s1		vegetal|herbal minty
9-decenal	C=CCCCCCCCC=O	InChI=1S/C10H18O/c1-2-3-4-5-6-7-8-9-10-11/h2,10H,1,3-9H2		vegetal
9-decenoic acid	C=CCCCCCCCC(=O)O	InChI=1S/C10H18O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2H,1,3-9H2,(H,11,12)	dairy fruity fatty	
9-undecenal	CC=CCCCCCCCC=O	InChI=1S/C11H20O/c1-2-3-4-5-6-7-8-9-10-11-12/h2-3,11H,4-10H2,1H3/b3-2+	fruity|citrusy fruity	fruity|citrusy
1,1-diethoxyethane	CCOC(C)OCC	InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3	sharp|sour fruity	
(tert-butyldimethylsilyloxy)acetaldehyde	CC(C)(C)[Si](C)(C)OCC=O	InChI=1S/C8H18O2Si/c1-8(2,3)11(4,5)10-7-6-9/h6H,7H2,1-5H3	vegetal|herbal fruity|berry vegetal earthy|woody fruity sharp|sour sharp|sulfurous	
acetaldehyde di-cis-3-hexenyl acetal	CCC=CCCOC(C)OCCC=CCC	InChI=1S/C14H26O2/c1-4-6-8-10-12-15-14(3)16-13-11-9-7-5-2/h6-9,14H,4-5,10-13H2,1-3H3/b8-6-,9-7-	vegetal|herbal	brown vegetal fruity sharp|sour
acetaldehyde ethyl cis-3-hexenyl acetal	CCC=CCCOC(C)OCC	InChI=1S/C10H20O2/c1-4-6-7-8-9-12-10(3)11-5-2/h6-7,10H,4-5,8-9H2,1-3H3/b7-6-	vegetal|herbal	fruity sharp|bitter
acetaldehyde hexyl isoamyl acetal	CCCCCCOC(C)OCCC(C)C	InChI=1S/C13H28O2/c1-5-6-7-8-10-14-13(4)15-11-9-12(2)3/h12-13H,5-11H2,1-4H3	fruity	
(2-(1-propoxyethoxy)ethyl)benzene	CCCOC(C)OCCC1=CC=CC=C1	InChI=1S/C13H20O2/c1-3-10-14-12(2)15-11-9-13-7-5-4-6-8-13/h4-8,12H,3,9-11H2,1-2H3	vegetal	vegetal|vegetable vegetal fruity
melatonin	CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC	InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)		starchy fruity savory|meaty
acetic acid	CC(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)	savory|cooked sharp|sour earthy|woody	savory|cooked sharp|sour earthy|woody
acetic anhydride	CC(=O)OC(=O)C	InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3	sharp|sour	
acetone	CC(=O)C	InChI=1S/C3H6O/c1-3(2)4/h1-2H3	brown liquorlike sharp|bitter fruity	
acetophenone	CC(=O)C1=CC=CC=C1	InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3	floral fatty sharp|bitter fruity	vegetal|herbal fruity sharp|bitter
acetylpyrazine	CC(=O)C1=NC=CN=C1	InChI=1S/C6H6N2O/c1-5(9)6-4-7-2-3-8-6/h2-4H,1H3	brown starchy starchy|bready earthy|nutty	savory|cooked
cis-aconitic acid	C(C(=CC(=O)O)C(=O)O)C(=O)O	InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1-	sweet brown sharp|salty	liquorlike sharp|sour earthy|nutty
adipic acid	C(CCC(=O)O)CC(=O)O	InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)	sharp|sour	sharp|sour fruity
agar	CC1C(C2C(C(O1)CO2)OC3C(C(C(C(O3)CO)O)OC)O)O	InChI=1S/C14H24O9/c1-5-8(16)13-11(7(21-5)4-20-13)23-14-10(18)12(19-2)9(17)6(3-15)22-14/h5-18H,3-4H2,1-2H3/t5?,6-,7?,8-,9+,10-,11?,12+,13+,14?/m1/s1	dairy fruity	
allyl 10-undecenoate	C=CCCCCCCCCC(=O)OCC=C	InChI=1S/C14H24O2/c1-3-5-6-7-8-9-10-11-12-14(15)16-13-4-2/h3-4H,1-2,5-13H2	sharp|sour fruity	
allyl 2-furoate	C=CCOC(=O)C1=CC=CO1	InChI=1S/C8H8O3/c1-2-5-11-8(9)7-4-3-6-10-7/h2-4,6H,1,5H2	dairy brown sweet fruity	
allyl anthranilate	C=CCOC(=O)C1=CC=CC=C1N	InChI=1S/C10H11NO2/c1-2-7-13-10(12)8-5-3-4-6-9(8)11/h2-6H,1,7,11H2	dairy	
allyl butyrate	CCCC(=O)OCC=C	InChI=1S/C7H12O2/c1-3-5-7(8)9-6-4-2/h4H,2-3,5-6H2,1H3	sharp|sour fruity	fruity
allyl cinnamate	C=CCOC(=O)C=CC1=CC=CC=C1	InChI=1S/C12H12O2/c1-2-10-14-12(13)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2/b9-8+	fruity	
allyl crotonate	CC=CC(=O)OCC=C	InChI=1S/C7H10O2/c1-3-5-7(8)9-6-4-2/h3-5H,2,6H2,1H3/b5-3+	dairy	fruity savory|meaty
allyl cyclohexaneacetate	C=CCOC(=O)CC1CCCCC1	InChI=1S/C11H18O2/c1-2-8-13-11(12)9-10-6-4-3-5-7-10/h2,10H,1,3-9H2	fruity	fruity
allyl cyclohexanehexanoate	C=CCOC(=O)CCCCCC1CCCCC1	InChI=1S/C15H26O2/c1-2-13-17-15(16)12-8-4-7-11-14-9-5-3-6-10-14/h2,14H,1,3-13H2	sharp|sour fruity	fruity
allyl cyclohexanepropionate	C=CCOC(=O)CCC1CCCCC1	InChI=1S/C12H20O2/c1-2-10-14-12(13)9-8-11-6-4-3-5-7-11/h2,11H,1,3-10H2	fruity	fruity
allyl cyclohexanevalerate	C=CCOC(=O)CCCCC1CCCCC1	InChI=1S/C14H24O2/c1-2-12-16-14(15)11-7-6-10-13-8-4-3-5-9-13/h2,13H,1,3-12H2	fruity	fruity fatty
diallyl disulfide	C=CCSSCC=C	InChI=1S/C6H10S2/c1-3-5-7-8-6-4-2/h3-4H,1-2,5-6H2	vegetal|allium	vegetal|allium
allyl heptanoate	CCCCCCC(=O)OCC=C	InChI=1S/C10H18O2/c1-3-5-6-7-8-10(11)12-9-4-2/h4H,2-3,5-9H2,1H3	liquorlike fruity	fruity
allyl hexanoate	CCCCCC(=O)OCC=C	InChI=1S/C9H16O2/c1-3-5-6-7-9(10)11-8-4-2/h4H,2-3,5-8H2,1H3	fruity	fruity
allyl isothiocyanate	C=CCN=C=S	InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2	sharp|repugnant	vegetal sharp|repugnant
allyl isovalerate	CC(C)CC(=O)OCC=C	InChI=1S/C8H14O2/c1-4-5-10-8(9)6-7(2)3/h4,7H,1,5-6H2,2-3H3	fruity	fruity
allyl mercaptan	C=CCS	InChI=1S/C3H6S/c1-2-3-4/h2,4H,1,3H2	vegetal|allium	vegetal|allium
allyl methyl disulfide	CSSCC=C	InChI=1S/C4H8S2/c1-3-4-6-5-2/h3H,1,4H2,2H3	sharp|chemical vegetal|allium	
allyl methyl trisulfide	CSSSCC=C	InChI=1S/C4H8S3/c1-3-4-6-7-5-2/h3H,1,4H2,2H3	vegetal|allium	
allyl nonanoate	CCCCCCCCC(=O)OCC=C	InChI=1S/C12H22O2/c1-3-5-6-7-8-9-10-12(13)14-11-4-2/h4H,2-3,5-11H2,1H3	liquorlike sharp|sour fruity	liquorlike fruity fatty
allyl octanoate	CCCCCCCC(=O)OCC=C	InChI=1S/C11H20O2/c1-3-5-6-7-8-9-11(12)13-10-4-2/h4H,2-3,5-10H2,1H3	fruity sharp|sour fatty	fruity
allyl phenoxyacetate	C=CCOC(=O)COC1=CC=CC=C1	InChI=1S/C11H12O3/c1-2-8-13-11(12)9-14-10-6-4-3-5-7-10/h2-7H,1,8-9H2	brown floral sweet fruity	
allyl phenylacetate	C=CCOC(=O)CC1=CC=CC=C1	InChI=1S/C11H12O2/c1-2-8-13-11(12)9-10-6-4-3-5-7-10/h2-7H,1,8-9H2	brown floral sweet fruity	
allyl propionate	CCC(=O)OCC=C	InChI=1S/C6H10O2/c1-3-5-8-6(7)4-2/h3H,1,4-5H2,2H3	sharp|sour fruity	fruity
allyl propyl disulfide	CCCSSCC=C	InChI=1S/C6H12S2/c1-3-5-7-8-6-4-2/h3H,1,4-6H2,2H3	vegetal|allium fruity sharp|sulfurous	savory|meaty fruity vegetal|allium vegetal|vegetable
allyl sorbate	CC=CC=CC(=O)OCC=C	InChI=1S/C9H12O2/c1-3-5-6-7-9(10)11-8-4-2/h3-7H,2,8H2,1H3/b5-3+,7-6+	fruity	
diallyl sulfide	C=CCSCC=C	InChI=1S/C6H10S/c1-3-5-7-6-4-2/h3-4H,1-2,5-6H2	vegetal|allium fatty	sharp|sulfurous
allyl thiohexanoate	CCCCCC(=O)SCC=C	InChI=1S/C9H16OS/c1-3-5-6-7-9(10)11-8-4-2/h4H,2-3,5-8H2,1H3	fruity sharp|sulfurous	vegetal vegetal|allium
allyl tiglate	CC=C(C)C(=O)OCC=C	InChI=1S/C8H12O2/c1-4-6-10-8(9)7(3)5-2/h4-5H,1,6H2,2-3H3/b7-5+	fruity|berry earthy earthy|woody fruity	earthy earthy|woody fruity
allyl valerate	CCCCC(=O)OCC=C	InChI=1S/C8H14O2/c1-3-5-6-8(9)10-7-4-2/h4H,2-3,5-7H2,1H3		fruity savory|meaty
allyl alpha-ionone	CC1=CCCC(C1C=CC(=O)CCC=C)(C)C	InChI=1S/C16H24O/c1-5-6-9-14(17)10-11-15-13(2)8-7-12-16(15,3)4/h5,8,10-11,15H,1,6-7,9,12H2,2-4H3/b11-10+	earthy|woody fruity	sharp|spicy floral earthy|woody fruity
allyl 2-ethylbutyrate	CCC(CC)C(=O)OCC=C	InChI=1S/C9H16O2/c1-4-7-11-9(10)8(5-2)6-3/h4,8H,1,5-7H2,2-3H3	sharp|sour fruity	fruity
1,1,6-trimethyltetralin	CC1=CC2=C(C=C1)C(CCC2)(C)C	InChI=1S/C13H18/c1-10-6-7-12-11(9-10)5-4-8-13(12,2)3/h6-7,9H,4-5,8H2,1-3H3		fruity
alpha-terpineol	CC1=CCC(CC1)C(C)(C)O	InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3	floral earthy|woody	vegetal|herbal floral earthy|woody fruity|citrusy fruity
ammonium isovalerate	CC(C)CC(=O)O.N	InChI=1S/C5H10O2.H3N/c1-4(2)3-5(6)7;/h4H,3H2,1-2H3,(H,6,7);1H3	dairy fatty	dairy fatty earthy|nutty
amyl 2-furoate	CCCCCOC(=O)C1=CC=CO1	InChI=1S/C10H14O3/c1-2-3-4-7-13-10(11)9-6-5-8-12-9/h5-6,8H,2-4,7H2,1H3	sweet brown dairy	vegetal|herbal brown sweet
pentyl butyrate	CCCCCOC(=O)CCC	InChI=1S/C9H18O2/c1-3-5-6-8-11-9(10)7-4-2/h3-8H2,1-2H3	sharp|sour	
pentyl formate	CCCCCOC=O	InChI=1S/C6H12O2/c1-2-3-4-5-8-6-7/h6H,2-5H2,1H3	sharp|sour fruity	
pentyl heptanoate	CCCCCCC(=O)OCCCCC	InChI=1S/C12H24O2/c1-3-5-7-8-10-12(13)14-11-9-6-4-2/h3-11H2,1-2H3	sharp|sour fruity	sharp|sour fruity
pentyl hexanoate	CCCCCC(=O)OCCCCC	InChI=1S/C11H22O2/c1-3-5-7-9-11(12)13-10-8-6-4-2/h3-10H2,1-2H3	sharp|sour fruity	
pentyl isothiocyanate	CCCCCN=C=S	InChI=1S/C6H11NS/c1-2-3-4-5-7-6-8/h2-5H2,1H3		starchy
amyl methyl disulfide	CCCCCSSC	InChI=1S/C6H14S2/c1-3-4-5-6-8-7-2/h3-6H2,1-2H3	sharp|sulfurous	
pentyl octanoate	CCCCCCCC(=O)OCCCCC	InChI=1S/C13H26O2/c1-3-5-7-8-9-11-13(14)15-12-10-6-4-2/h3-12H2,1-2H3	sharp|sour	
alpha-angelica lactone	CC1=CCC(=O)O1	InChI=1S/C5H6O2/c1-4-2-3-5(6)7-4/h2H,3H2,1H3	vegetal|herbal sharp|sour	liquorlike nan sharp|bitter
4-methoxybenzyl alcohol	COC1=CC=C(C=C1)CO	InChI=1S/C8H10O2/c1-10-8-4-2-7(6-9)3-5-8/h2-5,9H,6H2,1H3	vegetal|herbal fruity floral	vegetal|herbal fatty fruity
anisole	COC1=CC=CC=C1	InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3	vegetal|herbal	
4-methoxybenzyl acetate	CC(=O)OCC1=CC=C(C=C1)OC	InChI=1S/C10H12O3/c1-8(11)13-7-9-3-5-10(12-2)6-4-9/h3-6H,7H2,1-2H3	vegetal|herbal brown floral brown|vanilla fruity sharp|sour	floral nan fruity
anisyl butyrate	CCCC(=O)OCC1=CC=C(C=C1)OC	InChI=1S/C12H16O3/c1-3-4-12(13)15-9-10-5-7-11(14-2)8-6-10/h5-8H,3-4,9H2,1-2H3	sharp|sour	
4-methoxybenzyl formate	COC1=CC=C(C=C1)COC=O	InChI=1S/C9H10O3/c1-11-9-4-2-8(3-5-9)6-12-7-10/h2-5,7H,6H2,1H3	vegetal|herbal sharp|spicy floral sharp|sour	fruity
4-methoxybenzyl phenylacetate	COC1=CC=C(C=C1)COC(=O)CC2=CC=CC=C2	InChI=1S/C16H16O3/c1-18-15-9-7-14(8-10-15)12-19-16(17)11-13-5-3-2-4-6-13/h2-10H,11-12H2,1H3	floral brown sharp|sour	
anisyl propionate	CCC(=O)OCC1=CC=C(C=C1)OC	InChI=1S/C11H14O3/c1-3-11(12)14-8-9-4-6-10(13-2)7-5-9/h4-7H,3,8H2,1-2H3	vegetal|herbal fruity	fruity
2-phenyl-2-[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-[[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyacetonitrile	C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O	InChI=1S/C20H27NO11/c21-6-10(9-4-2-1-3-5-9)30-20-18(28)16(26)14(24)12(32-20)8-29-19-17(27)15(25)13(23)11(7-22)31-19/h1-5,10-20,22-28H,7-8H2/t10?,11-,12-,13-,14-,15+,16+,17-,18-,19-,20-/m1/s1		fruity
artemisyl acetate	CC(=CC(C(C)(C)C=C)OC(=O)C)C	InChI=1S/C12H20O2/c1-7-12(5,6)11(8-9(2)3)14-10(4)13/h7-8,11H,1H2,2-6H3		vegetal|herbal liquorlike
ascorbic acid	C(C(C1C(=C(C(=O)O1)O)O)O)O	InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1	sharp|sour	sharp|sour
benzaldehyde	C1=CC=C(C=C1)C=O	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H	sharp|bitter fruity|citrusy earthy|nutty sharp|sour	earthy|nutty sharp|bitter
4-methyl-2-phenyl-1,3-dioxolane	CC1COC(O1)C2=CC=CC=C2	InChI=1S/C10H12O2/c1-8-7-11-10(12-8)9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3	earthy|nutty	
4-tert-butylthiophenol	CC(C)(C)C1=CC=C(C=C1)S	InChI=1S/C10H14S/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3	earthy|dry  vegetal|allium sharp|sour sharp|sulfurous	
benzoic acid	C1=CC=C(C=C1)C(=O)O	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	sharp|sour earthy|nutty	sharp|sour
benzoin	C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O	InChI=1S/C14H12O2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13,15H	dairy brown sharp|spicy sharp|sour	nan sharp|spicy
4,4'-bis(diethylamino)benzophenone	CCN(CC)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(CC)CC	InChI=1S/C21H28N2O/c1-5-22(6-2)19-13-9-17(10-14-19)21(24)18-11-15-20(16-12-18)23(7-3)8-4/h9-16H,5-8H2,1-4H3	floral	nan
2,2'-dithiobisbenzothiazole	C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3	InChI=1S/C14H8N2S4/c1-3-7-11-9(5-1)15-13(17-11)19-20-14-16-10-6-2-4-8-12(10)18-14/h1-8H	floral	savory|meaty
benzyl 2,3-dimethylcrotonate	CC(=C(C)C(=O)OCC1=CC=CC=C1)C	InChI=1S/C13H16O2/c1-10(2)11(3)13(14)15-9-12-7-5-4-6-8-12/h4-8H,9H2,1-3H3	vegetal|herbal sharp|spicy fruity	
benzyl acetate	CC(=O)OCC1=CC=CC=C1	InChI=1S/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3	earthy|dry  floral sharp|bitter sharp|sour	floral sharp|bitter
benzyl acetoacetate	CC(=O)CC(=O)OCC1=CC=CC=C1	InChI=1S/C11H12O3/c1-9(12)7-11(13)14-8-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3	brown floral fruity sharp|sour	
benzyl alcohol	C1=CC=C(C=C1)CO	InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2	fruity	
benzyl benzoate	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2	brown sharp|sour earthy|nutty	brown sharp|sour earthy|nutty
benzyl butyl ether	CCCCOCC1=CC=CC=C1	InChI=1S/C11H16O/c1-2-3-9-12-10-11-7-5-4-6-8-11/h4-8H,2-3,9-10H2,1H3	floral fruity sharp|sour sharp|sulfurous	fruity
benzyl butyrate	CCCC(=O)OCC1=CC=CC=C1	InChI=1S/C11H14O2/c1-2-6-11(12)13-9-10-7-4-3-5-8-10/h3-5,7-8H,2,6,9H2,1H3	sharp|sour fruity	fruity
benzyl cinnamate	C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2	InChI=1S/C16H14O2/c17-16(12-11-14-7-3-1-4-8-14)18-13-15-9-5-2-6-10-15/h1-12H,13H2/b12-11+	brown floral sweet sharp|sour	brown sharp|spicy floral sweet sharp|sour
dibenzyl disulfide	C1=CC=C(C=C1)CSSCC2=CC=CC=C2	InChI=1S/C14H14S2/c1-3-7-13(8-4-1)11-15-16-12-14-9-5-2-6-10-14/h1-10H,11-12H2	brown sharp|bitter sweet savory|cooked	
benzyl ethyl ether	CCOCC1=CC=CC=C1	InChI=1S/C9H12O/c1-2-10-8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3	fruity	
benzyl formate	C1=CC=C(C=C1)COC=O	InChI=1S/C8H8O2/c9-7-10-6-8-4-2-1-3-5-8/h1-5,7H,6H2	floral	floral fruity
